address,area,attic,available_from_date,available_to_date,balcony,bath,bath_availability,bike_cellar,cable_tv,carpet,cellar,dishwasher,elevator,energy_building_year,energy_certificate_type,energy_consumption,energy_efficiency_class,energy_source,flatshare_friendly,floor_level,floorboards,freetext_area_description,freetext_other,freetext_property_description,furnished,garden,geo_latitude,geo_longitude,green_energy,guest_toilet,handicap_accessible,heating,heizungskosten,image,internet_dsl,internet_dsl_speed,internet_flatrate,internet_provider_change,internet_wlan,kaltmiete,kaution,kitchen_availability,laminate,linoleum,nebenkosten,num_rooms,offer_id,offer_in_exchange,online_tour,parking_option,parquet,partly_furnished,pets_allowed,phone_analog,phone_flatrate,phone_isdn,phone_voip,postcode,preis_qm_kalt,public_transport_in_minutes,satellite_tv,shared_garden,shower,smoking_is_allowed,terrace,tiles,title,underfloor_heating,url,warmmiete,washing_machine
Kastanienallee 52,67,0,2020-07-15,0000-00-00,0,1,0,0,,0,1,1,0,,,,,,1,4,0,"Great location in Berlin.
Greatest location in Mitte.
5 minutes from Rosenthaler Platz!
Mitte is the center and the apartment located in the strret that connect mitte and prenzlauerberg.
1 minute walk there is a nice park and place to chill out.
under the building there is bus station and also tram,
5 minutes there is the U8 station - rosenthaler platz, that lead to alexander platz in less than 5 minutes.
A lot of restaurant, pubs, bars, shopping for groceries, and much more.
all the things you need in the area.","i would like to have someone that will treat the apartment like it is own.
needed: shufa,3 months salalry and recommendation from the last apartment.

INCLUDE:
Oven, Big refrigerator, Washing Machine,full equipment kitchen, Dishwasher and Microwave.

No smoking at all!

I will start to show the apartment by personal meetings.
but if you want information - keep me update.

i will not do a massive visiting in the apartment- so it will work on the method - the one that will have all the documents, nice & tidy will get the apartment.

feel free to ask for more info.","Greatest location in Mitte!
Beautiful bright apartment: 2 rooms, 1 kitchen, 1 shower bath, 1 bathroom (separate from bath).
3rd floor- Very bright and shiny.
Spacy apartment with nice kitchen that include: Oven, Big Refrigerator, Washing Machine,Dishwasher and Microwave.
Kitchen: all what you need to cook and bake.
sofa, few closets, 1 bed, and more other small things.
the apartment comes with furnitures.
It is very clean and tidy with a nice wooden floor.",1,0,52.533696,13.404613,0,1,2,1,,,,,,,,890,1800,0,0,0,345,2,4182119,,,1,1,0,,,,,,10119,13.283582089552239,1,,0,1,,0,0,Amazing Apartment in the Heart of Berlin,0,,1235,1
Cambridgerstr.,60,0,2020-07-15,2020-06-05,1,1,0,0,,0,1,0,0,,,,,,1,2,0,"Du wohnst in der Cambridger Straße und läufst zur U-Bahn Station Afrikanische Straße etwa 3 Minuten. Wenn du joggst schaffst du es auch in 1,5 ;)
10 Gehminuten entfernt ist der Rewe und noch ein paar Geschäfte am Kurtschumacher Platz :) an die Friedrichstraße brauchst du mit der Ubahn etwa 10 Minuten :)","Die Wohnung ist ab dem 15.07.20 dauerhaft zu vermieten. Bei Bedarf auch 2 Wochen früher oder später. Besichtigungstermine machen wir nach Absprache :)

Also melde dich gerne :)
Lg Isabelle","Hallo ihr Lieben :)

Wir vermieten diese zwei Zimmer Wohnung im Wedding. Es werden dauerhafte Mieter gesucht. Die Wohnung ist WG tauglich, hat zwei Zimmer (20 und 25qm) eine sehr moderne Küche und ein neues Badezimmer. Wir verkaufen zudem eine Schlafcouch ein Bett und einen Schreibtisch der zu einem geringen Preis in der Wohnung bleibt :) Ihr habt ein eigenes Kellerabteil für Fahrräder oder Ähnliches und einen privaten Autostellplatz inklusive.",0,0,52.563063,13.336556,1,0,2,0,,,,,,,,810,1820,0,1,0,160,2,7962899,,,4,0,1,,,,,,13349,13.5,3,,0,0,,0,0,2 Zimmer Wohnung (WG tauglich),0,,970,1
Yorckstraße 77,31,0,2020-06-22,0000-00-00,0,0,1,0,,0,0,0,0,1910,1,137,,4,2,3,1,"Sehr gute und zentrale Lage. Im Haus nebenan gibt es einen kleinen Supermarkt. Die nächste U-Bahnstation Mehringdamm (U6/7) erreichen Sie in wenigen Minuten. Ebenfalls fußläufig erreichbar sind Cafés, Bars und Restaurants, z.B. in der nahegelegenen Bergmannstraße.

The property is ideally located. There is a supermarket only meters away. The next subway train station Mehringdamm (subway trains U6 and U7) can be reached in a few minutes. Shops, cafes and restaurants are also within walking distance, e.g. in nearby Bergmannstraße.","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet- Mindestmietdauer: 6 Monate- Maximale Mietdauer: 12 Monate- Rauchen: Nicht erlaubt- Haustiere: Nicht erlaubt

Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/nVXssgR08Sw

Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin ist am 14.06.2020 um 13:00 Uhr. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht. 

Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis.
- The rent includes: all running costs, heating, electricity, gas and internet- Minimum lease term: 6 months- Maximum lease term: 12 months- Smoking: not allowed- Pets: not allowed

Due to the current situation please view the apartment online first: https://youtu.be/nVXssgR08Sw

The apartment must be viewed before applying. The next viewing appointment is on 14th June 2020 at 13:00h. A colleague will meet you in front of the building. In case there are any changes, they will be published here.

If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.","Die 2-Zimmer Wohnung liegt in der 2. Etage im ruhigen Seitenflügel. Sie ist ausgestattet mit Bett,  Kleiderschrank, Sofa,  Essbereich und Bücherregal sowie mit einer integrierten offenen Küche. Das Badezimmer ist ausgestattet mit einer Dusche. Die Wohnung verfügt über einen schönen neuen Dielenfußboden. Im Keller gibt es Waschmaschinen und Trockner für die Mieter des Hauses.

The 1 BR apartment is located on the 2nd floor in the sidewing of the building. It is furnished with a bed, wardrobe, lounge, dining area, book shelf and also includes an American-style fitted kitchen. The bathroom has a shower. The apartment has beautiful newly set hardwood floors. There is a laundry room in the basement of the building.",1,0,52.492984,13.382539,0,0,2,0,,,,,,,,930,1860,1,0,0,0,2,6681650,,,0,0,0,,,,,,10965,30.0,3,,0,1,,0,1,Y77 WE22 Möbliertes 2-Zimmer-Apartment in Kreuzberg,0,,930,1
Kürfurstenstr. 76,50,0,2020-06-27,0000-00-00,1,0,0,1,,0,0,1,1,,,,,,2,3,0,"Die Wohnung befindet sich zwischen den beiden U-Bahn-Stationen Nollendorfplatz und Wittenbergplatz. Das KaDeWe und die Einkaufszentren in Kudamm sind in 10 Minuten zu Fuß erreichbar. Netto liegt direkt nebenan. Lidle und Edeka sind ebenfalls schnell erreichbar. Umgeben von internationalen Restaurants wie Italienern, Chinesen, Japanern usw. 5 Minuten mit dem Fahrrad zum Tiergaren...","* einschließlich DSL und Strom* Sie können die folgenden Möbel erwarten:- EBK: Kochfeld + Herd + Kühlschrank + Geschirspüller- Waschmachine- Doppelbett- 2 Kleiderschranke- Sofa mit Bettfunktion- 4 personen Esstisch

**notwendige Dokumente**- SCHUFA- die letzten 3 Lohnzettel- Unbefristeter Arbeitsvertrag - Briefe von Ihrem derzeitigen und früheren Vermieter* * * * * * * * * * * * * * * *","Diese attraktive, vollständig renovierte Wohnung im zweiten Stock kann ab sofort bezogen werden. Die Wohnung verfügt über zwei schöne Zimmer. Über einen Fahrstuhl gelangen Sie bequem in die entsprechende Etage. Zum Objekt gehört auch ein Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Ihnen steht außerdem eine Einbauküche zur Verfügung.",1,0,52.503806,13.347863,0,0,1,1,,,,,,,,690,2380,0,0,0,140,2,7926666,,,1,1,0,,,,,,10787,13.8,0,,0,1,,0,0,Voll-Mobilierte 2-Raum-Wohnung mit Balkon und EBK in Berlin-Tiergarten,0,,1190,1
Oranienburgerstraße,60,0,2020-07-01,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,1,0,0,,,2 Rooms flat to Rent in Berlin Mitte.,0,0,52.526039,13.388802,0,0,2,0,,,,,,,,1150,1150,0,0,0,0,2,8068870,,,0,0,0,,,,,,10117,19.166666666666668,0,,0,0,,0,0,2 Rooms flat to Rent in Mitte,0,,1150,0
Bülowstr. 98-100,102,0,2020-06-24,0000-00-00,0,1,0,0,,0,0,0,1,,,,,,1,4,0,,,"Hereinspaziert zur Besichtigung am Mittwoch, 24.06. um 18:00 Uhr in der Bülowstr. 98-100 in 10783 Berlin. Bitte warten Sie vor dem Haus. Es findet KEINE Massenbesichtigung statt !!!

Diese Wohnung bietet sich optimal für eine 3er WG an!

Objektbeschreibung:
Nachmieter gesucht für diese schöne 3 Zimmerwohnung mit Wintergarten im 3. OG mit Fahrstuhl.

Ausstattung:
Die Zimmer sind großzügig geschnitten und haben einen Laminatfußboden.  Das Badezimmer ist hell gefliest und hat eine Badewanne. Die Wohnfläche beinhaltet einen Wintergarten. Für diese Wohnung existiert selbstverständlich ein Fahrstuhl.

Lage:
Der szenige und bürgerlich schicke Bezirk Schöneberg liegt zwischen Kreuzberg und Wilmersdorf. Man hat eine große Auswahl an stilvollen Kneipen, Cafe`s und Restaurants und ebenso viele lebendige und gediegene Ausgehviertel. Schönebergs Wochenmärkte -wie z.B. der Winterfeldmarkt (Mi. + Sa.) auf dem Winterfeldplatz oder der Brandenburgmarkt (Fr.) auf dem Wittenbergplatz, bieten sich besonders an, um Obst, Gemüse, exotische Gerichte, Käse und Weine zu kaufen. Nach einem ausgiebigen Einkauf kann man in einem der umliegenden Cafe`s entspannen. An der Tauentzienstr., der östlichen Verlängerung des Kurfürstendamms, lädt das Kaufhaus des Westens (KaDeWe), das größte Kaufhaus aus dem europäischen Festland, zum Bummeln und Einkaufen ein, welches sich unweit der Wohnung befindet. Zwischen Kurfürstendamm und Potsdamer Platz gelegen, erreichen Sie auch den Tiergarten innerhalb kürzester Zeit. Es bestehen gute Verkehrsanbindungen, U- Bahnh. -Nollendorfplatz, U-Bahnh.- Kurfürstenstr. und diverse Buslinien.

Sonstiges:
Ein Hauswart ist ganztägig als Ansprechpartner für Sie da. Eine Tiefgarage und/oder ein Parkplatz kann angemietet werden. Die Hundehaltung ist verboten. Bei Vertragsabschluss ist eine Mietschuldenfreiheitsbescheinigung des Vermieters, ein Lohnnachweis bzw. eine Bürgschaft im Original und eine Schufaauskunft erforderlich.
Die Warmendmiete beträgt 1689,00 €.",0,0,52.496960,13.365339,0,0,0,0,,,,,,,,1301,3903,1,1,0,388,3,7787305,,,0,0,0,,,,,,10783,12.754901960784315,0,,0,0,,0,0,3 Zimmer-WG-Wohnung mit Wintergarten Nähe Nollendorfplatz,0,,1689,0
Garibaldistraße 41,63,0,2020-07-01,0000-00-00,0,0,0,0,,0,0,1,0,1880,1,40,2,4,1,1,0,"Lage: sehr ruhig, ein Park ist gegenüber, eine Bushaltestelle 3 Minuten entfernt.
S-Bahn Anbindung über S1 und S26.
S-Bahnhof ""Wilhelsruh"" zu Fuß in 7 Minuten zu erreichen. 

The location is in a quite place with a public park on the other side of the street.
S-Bahn connection with S1 and S26. Station ""Wilhelmsruh"" is within 7 minutes walking distance.
A bus station is within 3 minutes walking around the corner.","Bitte nur Mindestmietdauer von sechs Monaten. 
Please note that you can rent this flat for six months or longer.

Bitte einen Besichtigungstermin vereinbaren!
Wir freuen uns auf Ihr Interesse!","Please read for English version below.

Das Gebäude wurde gerade renoviert!
Ruhige nett eingerichtete helle Wohnung in Pankow. Kommen und gleich Wohnen!
Nebenkosten inklusive Strom, Kabel-TV und schnellem WLAN.
Die Wohnung ist ausgestattet mit: Geschirr, sechs Betten, Decken, Kissen, Bettwäsche, Geschirrspüler, Herd, Dunstabzug, Kühlschrank. 
Bad: mit Dusche, WC, Waschmaschine und Trockner

We just finished reconstruction of this house.You can immediately start living here.
The price includes electricity, Kabel-TV and fast WiFi.
The apartment has: an equipped kitchen with refrigerator, cupboards, shelves, ceramic hob, extractor, dishwasher, sink; six beds, pillows and blankes, sheets.
The bathroom includes: shower, washer and dryer.",1,0,52.586047,13.362715,0,0,2,1,,,,,,,,2000,4400,1,1,0,200,4,8043298,,,1,0,0,,,,,,13158,31.746031746031747,5,,0,1,,0,1,Wohnung 3 – nette möbliere Wohnung – 6 Betten – WiFi – mit Anmeldung,0,,2200,1
Graefestrasse,9,0,2020-07-01,0000-00-00,0,0,0,0,,1,0,0,0,,,,,,1,4,0,Greafestrasse - Kreuzberg,Please message only if interested,"One room in a shared apartment ( 2 flatmates) 
Rent: 540 euros all included (including WiFi and radio tax)
Deposit : 950 euros + 50 euros cleaning fee 
Minimum staying period : 3 month 
Anmeldung possible 
Room size: 9 m2 
Apartment size: 45 m2
Available : from 1st of July 
Kitchenware, vacuum cleaner, washing machine, oven, fridge , sleeping linenes 
Contact only if interested",1,0,52.490929,13.416144,0,0,2,1,,,,,,,,540,1000,0,0,0,540,3,8069196,,,0,0,0,,,,,,10967,60.0,5,,0,1,,0,0,Room in shared apartment,0,,1080,1
"Lychener Str.,",67,0,2020-06-22,0000-00-00,0,1,0,0,,0,1,1,0,,,,,,2,2,0,"Close to U2 Station Eberswaler str, M10 and S Schönhauser alle.",,"*****ONLY SWAP*****

Hi,

We look for: 
Apartment in Prenzlauerberg or Mitte with 3 or more rooms. Max rent 1300 eur/month.

We offer:
Cozy Maisonette in Prenzlauerberg (Lychener str.). 2 rooms, 67 m2, 480 euro kalt/month. Warm 650 euro/month.

If you have something that might be a good match, do not hesitate to contact me :-)

Fernando",0,0,52.543817,13.417715,0,0,2,1,,,,,,,,480,1200,0,0,0,160,2,7986479,,,0,0,0,,,,,,10437,7.164179104477612,5,,0,1,,0,0,Tausch/Swap: 2 Zimmer in Prenzlauerberg gegen 3/4 Zimmer,0,,640,1
Friedrich-Engels-Str. 176,78,0,2020-06-25,0000-00-00,1,0,0,0,,1,0,1,0,1970,1,98,2,4,1,1,0,"Die Wohnung befindet sich im Pankow Rosenthal. Vor der Tür hält die Tram und gegenüber ist der REWE. NIcht weit ist auch eine Bushaltestelle, die direkt zu S Bahn Wilhelmsruh führt. Es ist eine ruhige Gegend und sehr kinder/familienfreundlich. 

Die Immobilie verfügt über einen großen und gepflegten Garten, dieser kann mitbenutzt werden. Ab September ziehen wir auch in das Haus und bewohnen dann die Wohnung im 2.OG. Wir haben einen 2 jährigen Sohn und wünschen uns eine Familie mit Kind/er als Mieter/Nachbarn, damit die Kinder gemeinsam spielen. Mieter, deren Kosten von jeglichen Ämtern getragen werden, sind unerwünscht. Studenten oder junge berufstätige Paare auch gerne. Wenn noch Fragen sind, bitte schriebt mich an. You can contact me also in English.","Der Garten kann mitbenutzt werden. Ab September ziehen wir auch in das Haus und bewohnen dann die Wohnung im 1. OG. Wir haben einen fast 2 jährigen Sohn und wünschen uns eine Familie mit Kind/er als Mieter/Nachbarn, damit die Kinder gemeinsam spielen. Mieter, deren Kosten von jeglichen Ämtern getragen werden, sind unerwünscht. Studenten oder junge berufstätige Paare auch gerne. Wenn noch Fragen sind, bitte schreibt mich an.

This 3 room apartment is located in Pankow Rosanthal. There is a REWE Supermarket just some meters from the house and the tram stops in front of the house. The kitchen is fully equiped. The one bedroom also, the other one is empty and can be equieped as office, guest room ot a kids room. The bathroom has a window and the ohne of the rooms a nice balcony. There is aparking slot for that apartment. 

We are going to move to the apartment in the second floor in September and we have a 2 years old son who whish to have a buddy as neighbour :) The apramenrt can be rented from studentst/young couples. We do not accept any tenant who get the rent payed from an authority.","For English see bellow.
Die Wohnung befindet sich im Pankow Rosenthal. Vor der Tür hält die Tram und gegenüber ist der REWE. Das große Schlafzimmer ist möbliert. Die Couchgarnitur für das Wohnzimmer ist in der Nebenwohnung und wird vor dem Einzug dahin gebracht, das gilt auch für den Fernseher. Wenn eigenen Möbel gebracht werden ist auch kein Problem. Das kleinere Zimmer ist derzeit leer, kann als Büro, Gäste- oder Kinderzimmer genutzt werden. Die EBK ist voll ausgestattet, es gibt einen Stellplatz zu der Wohnung und das Bad hat eigenes Fenster. Über das eine Zimmer erreicht man einen süßen Balkon. Kein Durchgangzimmer.

Der Garten kann mitbenutzt werden. Ab September ziehen wir auch in das Haus und bewohnen dann die Wohnung im 1. OG. Wir haben einen fast 2 jährigen Sohn und wünschen uns eine Familie mit Kind/er als Mieter/Nachbarn, damit die Kinder gemeinsam spielen. Mieter, deren Kosten von jeglichen Ämtern getragen werden, sind unerwünscht. Studenten oder junge berufstätige Paare auch gerne. Wenn noch Fragen sind, bitte schreibt mich an.

This 3 room apartment is located in Pankow Rosanthal. There is a REWE Supermarket just some meters from the house and the tram stops in front of the house. The kitchen is fully equiped. The one bedroom also, the other one is empty and can be equieped as office, guest room ot a kids room. The bathroom has a window and the ohne of the rooms a nice balcony. There is aparking slot for that apartment. 

We are going to move to the apartment in the second floor in September and we have a 2 years old son who whish to have a buddy as neighbour :) The apramenrt can be rented from studentst/young couples. We do not accept any tenant who get the rent payed from an authority.",1,0,52.595540,13.379896,1,0,2,2,,,,,,,,1400,2400,0,0,0,200,3,8029753,,,4,0,0,,,,,,13158,17.94871794871795,1,,1,1,,0,0,3 Zi Whg EBK Tageslichtbad Stellplatz möbliert mit Anmeldung,0,,1600,1
Lohmeyerstr.,70,0,2020-08-01,0000-00-00,0,1,0,1,,0,1,1,1,1903,2,116,5,6,2,1,0,"_Die Lage_
Die zentralgelegene und ruhige Wohnung liegt an der Ecke Otto-Suhr-Allee / Kaiser-Friedrich-Str. 
Hier bestehen mehrere direkte Busverbindungen (z. B. 109, M45, X9) zum Ernst-Reuther-Platz (TU), den Zoologischen Garten, zum Kurfürstendamm, zum Flughafen Tegel oder zur S-Bahn Westend. 
Die nächstgelegene U-Bahnstation Richard-Wagner-Straße (U7) liegt ca. 700 m entfernt. 
_ Die Umgebung_
Für Erholungssuchende und Freizeitsportler bietet sich die nur 5 Gehminuten entfernte Parkanlage des Schlosses Charlottenburg geradezu an. Das Spreeufer liegt ebenfalls nur eine Querstraße entfernt. 

Dass sämtliche Geschäfte und Einrichtungen für den täglichen Bedarf in fußläufiger Nähe vorhanden sind, bedarf hier keiner weiterer Ausführung.","Eine Eignung als WG ist grundrissbedingt nur sehr bedingt möglich. 

Die monatliche Miete setzt sich wie folgt zusammen: - Nettomiete für die EG-Räume: € 550,--- Nettomiete für den Hobby- und Arbeitsraum im UG: € 350.-- - Nutzungsentgelt für die Raumausstattung (Möblierung): € 150.--- Vorauszahlung auf die Betriebs- und Nebenkosten: € 150,--

Somit liegt die monatliche Warmmiete  bei: € 1.200,--

Die Warmwasserbereitung erfolgt über einen eigenen elektrischen Durchlauferhitzer. 

Sämtliche Fotos stellen Momentaufnahmen dar. 

Folgende Unterlagen werden gefordert: - Mieterselbstauskunft- Einkommensnachweis, Bonitätsauskunft (Schufa)- ggf. Bürgschaftserklärung- Mietschuldenfreiheitsbescheinigung bzw. Nachweis der regelmäßigen Mietzahlungen- Personalausweis- oder Reisepasskopie- Privathaftpflichtversicherungsnachweis","_ Die Einheit _
Im Erdgeschoss befinden sich 1,5 Zimmer bestehend aus 1 Wohnküche, 1 Bad mit WC, 1 Flur / Diele, 1 Schlafzimmer (0,5). Den Hobby- und Arbeitsraum im Untergeschoss erreichen über eine Innentreppe oder ggf. auch über den Kellergang. 
Der Zugang in die Wohnung erfolgt über den ruhigen Innenhof mit einem eigenen Eingang. 
_ Die Ausstattung _
Die neue hochwertige Einbauküche (inkl. Markengeräten wie Spülbecken und Geschirrspülmaschine, Backofen und Cerankochfeld (Induktion), Umluft-Dunstabzug sowie einen Kühlschrank mit Gefrierfach) ist komplett ausgestattet. 
Der Wohn- und Essbereich umfasst 1 Hochtischsitzgruppe, 1 zweiteilig flexibel individuell stellbare Couchgarnitur (diese lässt sich super auch als Schlafmöglichkeit für Gäste nutzen) mit Couchtisch, 1 großer TV-Flachbildschirm.
Das Schlafzimmer ist mit einem Doppelbett (160x200 cm) großen Bett ausgestattet. Dieses hat aus Komfortgründen zwei einzelne Matrazen (80x200 cm). Selbstverständlich gehören auch Nachttischschränkchen und Kleiderschränke zum Inventar. 
Das Bad ist komplett mit folgenden Gegenständen ausgestattet: Badewanne, Waschbecken mit Armatur, Spiegelschrank, Toilette mit Sitz, 1 Toilettenpapierhalter, 1 Waschmaschine. Die Wände sind weiß gefliest, während der Boden mit einem dunkleren Granit belegt ist.
Im Flurbereich befindet sich eine Klimaanlage mit Außenkompressor. Ein Echtglastürelement trennt diesen Teil vom Wohnbereich ab.
Sämtliche aufgeführte Gegenstände sind in neuwertigem Zustand.",1,0,52.520324,13.302089,3,0,2,1,,,,,,,,900,3150,1,1,0,150,2,7828895,,,0,0,0,,,,,,10587,12.857142857142858,2,,1,0,,0,1,Modernes möbliertes City-Apartment auf 2 Ebenen in Charlottenburg,0,,1200,1
Meyerheimstraße 2,53,0,2020-06-22,0000-00-00,1,1,0,0,,0,0,0,0,1900,1,101,,4,2,3,1,"Die Meyerheimstraße ist eine ruhige Seitenstraße im beliebten Prenzlauer Berg. Den nächsten Supermarkt erreichen Sie in wenigen Minuten. Gute ÖPNV-Anbindung mit Straßenbahn (M2) und S-Bahn (Ringbahn). Prenzlauer Berg ist einer von Berlins beliebtesten Stadtteilen und auch einer der hübschesten. Er ist noch relativ zentral, jedoch ruhiger als Mitte. Unzählige Bars, Restaurants, Cafés, Galerien und kleine Geschäfte schaffen eine einzigartige Atmosphäre.

Meyerheimstraße is a safe and quiet side street in popular Prenzlauer Berg. There is a supermarket just around the corner. Good public transport links with tram (M2) and S-Bahn Ringbahn). Prenzlauer Berg is one of the most popular areas in Berlin. With its numerous cafes and restaurants, shops, and galleries it has a very unique atmosphere.","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet- Mindestmietdauer: 6 Monate- Maximale Mietdauer: 12 Monate- Rauchen: Nicht erlaubt- Haustiere: Nicht erlaubt

Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/7DmAkjsFt8k

Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin ist am 18.06.2020 um  12:30 Uhr. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht. 

Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis.
- The rent includes: all running costs, heating, electricity, gas and internet- Minimum lease term: 6 months- Maximum lease term: 12 months- Smoking: not allowed- Pets: not allowed

Due to the current situation, please view the apartment online first: https://youtu.be/7DmAkjsFt8k

The apartment must be viewed before applying. The next viewing appointment is on 18th June 2020 at 12:30h. A colleague will meet you in front of the building. In case there are any changes, they will be published here.

If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.","Die 2-Zimmer-Wohnung befindet sich in der 2. Etage eines wunderschönen sanierten Altbaus. Das Wohnzimmer ist ausgestattet mit Sofaecke und Essbereich. Auch die Einbauküche ist hier integriert. Schlafzimmer mit einem 1,60m Bett und Kleiderschrank. Gefliestes Bad mit Badewanne. Die Wohnung verfügt über Dielenfußboden und einen Balkon. Sie wird möbliert vermietet.

The 1-bedroom apartment is located on the second floor of a beautiful historical building (Altbau). The living room contains a lounge and a dining area  as well as a fitted kitchen. The bedroom is furnished with a double bed and wardrobe. Tiled bathroom with tub. The apartment has original hardwood flooring and a balcony. The apartment will be let fully furnished.",1,0,52.547639,13.427044,0,0,2,1,,,,,,,,1175,2350,1,0,0,0,2,8041755,,,0,0,0,,,,,,10439,22.169811320754718,5,,0,0,,0,1,M2 WE25  Möblierte 2-Zimmer-Wohnung mit Balkon in Prenzlauer Berg,0,,1175,1
Richardstr,47,0,2019-02-22,0000-00-00,0,1,0,0,,0,0,0,0,,,,,6,1,4,0,Diverse Einkaufsmöglichkeiten fußläufig erreichbar U-Bahnhof Karl-Marx-Straße 2 Minuten entfernt Restaurants Ärzte Apotheken alles in der Nähe,Ausstattung der Wohnung eine Wohnküche Badewanne Laminat Bad alles neu mit Fliesen und die Festfenster wurden auch vor kurzem erneuert Die Wohnung ist sehr warm im Winter für weiteres einfach schreiben,"*Warmiete 555€*
Biete  hier eine zwei Zimmerwohnung in beliebten Neukölln die Wohnung hat 47 m² in der dritten Etage Fenster zum Hinterhof sehr ruhig gelegen",0,0,52.476361,13.442455,0,0,2,1,,,,,,,,555,,0,1,0,,2,7167628,,,1,0,0,,,,,,12043,11.808510638297872,0,,0,0,,0,0,Only swap / Tausche 2 Zimmer gegen 3-4 Zimmer,0,,555,0
Amrumer strasse 8,75,0,2020-10-01,0000-00-00,1,0,0,1,,0,0,1,0,,,,,,2,3,0,"There are plenty of parking spaces in the building. If you decide to travel by means of the metro station (U9) it is located just below the house, as well as the bus stop. Also, across the street there is a convenient taxi rank. The apartment is well served thanks to the immediate proximity to the headquarters of the Polytechnic and the University Clinic.
The Underground provides you with a few stops to arrive at strategic points of the city: the Zoological Garden, the shopping area (Ku'damm), Friedrichstrasse and the downtown museums.
For those, however, he loves to relax the area offers many green spaces and outdoor activities: from a walk along the river (the Spree), a bike ride through the parks, for a dip in the swimming lake with beaches and services. A few hundred meters, or a convenient Metro station, there Mullerstrasse, street full of shops for every need.
We just have to wish you a great stay.",,"Finely restored and furnished in the summer of 2010. Every comfort.
APARTMENT DESCRIPTION: pure Italian style apartment, bright and quiet, located on the second floor of a typical Berlin building. The apartment of 75 sqm, all in original wooden floors, comprises: entrance / hallway, two large double bedrooms, one of which is equipped with balcony / terrace, spacious living room with kitchen and sitting area, bathroom with shower and closet. The entire apartment has been completely refurbished in summer 2010 and offers a relaxing atmosphere, thanks to the green that surrounds it and that gives the opportunity to enjoy the inner courtyard equipped with bicycle parking and games for children. District heating provides housing an ideal temperature all year round. The furniture offers all the comfort for a family and for two couples, so that we can live all year round.",1,0,52.543555,13.348064,1,0,2,1,,,,,,,,1200,1100,0,0,0,,2,5589272,,,1,1,0,,,,,,13353,16.0,1,,1,1,,0,0,Berlin: Beautiful apartment in the Mitte neighborhood,0,,1200,1
