address,area,attic,available_from_date,available_to_date,balcony,bath,bath_availability,bike_cellar,cable_tv,carpet,cellar,dishwasher,elevator,energy_building_year,energy_certificate_type,energy_consumption,energy_efficiency_class,energy_source,flatmates_aged_from,flatmates_aged_to,flatshare_friendly,floor_level,floorboards,freetext_area_description,freetext_other,freetext_property_description,furnished,garden,geo_latitude,geo_longitude,green_energy,guest_toilet,handicap_accessible,heating,image,internet_dsl,internet_dsl_speed,internet_flatrate,internet_provider_change,internet_wlan,kaltmiete,kaution,kitchen_availability,laminate,languages,linoleum,nebenkosten,num_rooms,offer_id,offer_in_exchange,online_tour,parking_option,parquet,partly_furnished,pets_allowed,phone_analog,phone_flatrate,phone_isdn,phone_voip,postcode,public_transport_in_minutes,satellite_tv,shared_garden,shower,smoking_is_allowed,terrace,tiles,title,underfloor_heating,url,warmmiete,washing_machine
Wisbyer Str. 67,66,0,2020-06-18,0000-00-00,1,1,0,0,,0,0,0,0,1929,2,137,6,4,,,1,5,1,"Das Objekt liegt in der Wisbyer Straße, die den Stadtteil Pankow mit Prenzlauer Berg verbindet. Prenzlauer Berg ist einer von Berlins beliebtesten Stadtteilen und auch einer der hübschesten. Er ist noch relativ zentral, jedoch ruhiger als Mitte. Unzählige Bars, Restaurants, Cafés, Galerien und kleine Geschäfte schaffen eine einzigartige Atmosphäre. Von der Wohnung aus erreichen in Sie in wenigen Minuten die Tram und die U-Bahn, die Sie in ca 10 Minuten zum Alexanderplatz bringt.

The property is situated in Wisbyer Straße, which connects Pankow and Prenzlauer Berg. Prenzlauer Berg is one of the most popular districts in Berlin and one of Berlin's prettiest neighbourhoods. It is still central, yet quieter than Berlin Mitte. Countless pubs, restaurants, cafés, galleries and little shops create a day and nightlife atmosphere unique from the rest of Berlin. Tram and U-Bahn are within walking distance from the apartment and will take you to Alexanderplatz in approx 10 minutes.","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet- Mindestmietdauer: 6 Monate- Maximale Mietdauer: 12 Monate- Rauchen: Nicht erlaubt- Haustiere: Nicht erlaubt

Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/S8SZnP00Z1U

Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin wird hier veröffentlicht, wenn wir einen anbieten können. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht. 

Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis.
- The rent includes: all running costs, heating, electricity, gas and internet- Minimum lease term: 6 months- Maximum lease term: 12 months- Smoking: not allowed- Pets: not allowed

Due to the current situation please view the apartment online first: https://youtu.be/S8SZnP00Z1U

The apartment must be viewed before applying. The next viewing appointment will be published here if we can offer one. A colleague will meet you in front of the building. In case there are any changes, they will be published here.

If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.","Die helle 2.5-Zimmer Wohnung liegt in der 4. Etage eines sanierten Altbaus. Sie hat zwei Schlafzimmer möbliert mit Queensize-Bett und Kleiderschrank und eignet sich daher für eine 2er-WG. Das Wohnzimmer lädt mit einem gemütlichen Sofa zu gemeinsamen Abenden ein. Die Küche verfügt über eine Einbauküche und einen kleinen Essbereich. Das Tageslichtbad hat eine Badewanne. Die Wohnung hat einen Balkon und Dielenfußboden.

The 2-bedroom apartment is located on the 4th floor of the building. It has 2 bedrooms, each furnished with bed and wardrobe, suitable for 2 friends sharing. The living room is equipped with a lounge. The kitchen has build in cupboards and a dining area. The daylight bathroom has a bath tub. The apartment has a balcony and original hardwood flooring.",1,0,52.553709,13.417902,0,0,2,1,,,,,,,1125,2250,1,0,,0,0,3,7996090,,,0,0,0,,,,,,10439,5,,0,0,,0,1,"W67 WE35 Schöne möblierte 2,5-Zimmer-Wohnung mit Balkon",0,,1125,1
Meyerheimstraße 2,53,0,2020-06-18,0000-00-00,1,1,0,0,,0,0,0,0,1900,1,101,,4,,,2,3,1,"Die Meyerheimstraße ist eine ruhige Seitenstraße im beliebten Prenzlauer Berg. Den nächsten Supermarkt erreichen Sie in wenigen Minuten. Gute ÖPNV-Anbindung mit Straßenbahn (M2) und S-Bahn (Ringbahn). Prenzlauer Berg ist einer von Berlins beliebtesten Stadtteilen und auch einer der hübschesten. Er ist noch relativ zentral, jedoch ruhiger als Mitte. Unzählige Bars, Restaurants, Cafés, Galerien und kleine Geschäfte schaffen eine einzigartige Atmosphäre.

Meyerheimstraße is a safe and quiet side street in popular Prenzlauer Berg. There is a supermarket just around the corner. Good public transport links with tram (M2) and S-Bahn Ringbahn). Prenzlauer Berg is one of the most popular areas in Berlin. With its numerous cafes and restaurants, shops, and galleries it has a very unique atmosphere.","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet- Mindestmietdauer: 6 Monate- Maximale Mietdauer: 12 Monate- Rauchen: Nicht erlaubt- Haustiere: Nicht erlaubt

Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/7DmAkjsFt8k

Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin ist am 18.06.2020 um  12:30 Uhr. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht. 

Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis.
- The rent includes: all running costs, heating, electricity, gas and internet- Minimum lease term: 6 months- Maximum lease term: 12 months- Smoking: not allowed- Pets: not allowed

Due to the current situation, please view the apartment online first: https://youtu.be/7DmAkjsFt8k

The apartment must be viewed before applying. The next viewing appointment is on 18th June 2020 at 12:30h. A colleague will meet you in front of the building. In case there are any changes, they will be published here.

If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.","Die 2-Zimmer-Wohnung befindet sich in der 2. Etage eines wunderschönen sanierten Altbaus. Das Wohnzimmer ist ausgestattet mit Sofaecke und Essbereich. Auch die Einbauküche ist hier integriert. Schlafzimmer mit einem 1,60m Bett und Kleiderschrank. Gefliestes Bad mit Badewanne. Die Wohnung verfügt über Dielenfußboden und einen Balkon. Sie wird möbliert vermietet.

The 1-bedroom apartment is located on the second floor of a beautiful historical building (Altbau). The living room contains a lounge and a dining area  as well as a fitted kitchen. The bedroom is furnished with a double bed and wardrobe. Tiled bathroom with tub. The apartment has original hardwood flooring and a balcony. The apartment will be let fully furnished.",1,0,52.547639,13.427044,0,0,2,1,,,,,,,1175,2350,1,0,,0,0,2,8041755,,,0,0,0,,,,,,10439,5,,0,0,,0,1,M2 WE25  Möblierte 2-Zimmer-Wohnung mit Balkon in Prenzlauer Berg,0,,1175,1
Bayernallee 3,45,0,2020-06-20,0000-00-00,1,0,0,0,,0,0,1,0,1900,2,121,,5,,,2,4,0,"Attraktive Adresse im Herzen von Berlin-Charlottenburg! Cafés, Restaurants, Wochenmärkte, exzellente Einkaufsmöglichkeiten und die Alleen rund um die Reichsstraße sorgen für eine abwechslungsreiche Freizeitgestaltung in der Nachbarschaft. Sie haben perfekte Verkehrsanbindungen, die U-Bahn U2 und U1 am Theodor-Heuss-Platz ist wenige Gehminuten entfernt, ebenfalls die S-Bahn Heerstr. (S 5) oder S-Bahn Messe / ICC (Ringbahn, S 45 und S 46). Eine Vielzahl an Bussen stehen ebenfalls ab Theodor-Heuss- Platz zur Verfügung: 104, 218, 349, M49, N2, N42, X34, X49. Als Autofahrer ist man in wenigen Minuten mit dem Berliner Stadtring und der AVUS verbunden. Auch gibt es in der Straße ausreichend Parkmöglichkeiten.

Attractive address in the heart of Berlin-Charlottenburg! Cafes, restaurants, weekly markets, excellent shopping and the alleys around the Reichsstrasse provide a varied leisure activities in the neighborhood. You have perfect transportation, the subway U2 and U1 at the Theodor-Heuss-Platz is a short walk away, also the S-Bahn Heerstr. (S 5) or S-Bahn Messe / ICC (Ringbahn, S 45 and S 46). A multitude of busses are also available from Theodor-Heuss-Platz: 104, 218, 349, M49, N2, N42, X34, X49. If you have a car, you are connected in a few minutes with the Berlin city ring and AVUS. There are also plenty of parkingspaces in the street.","WENN SIE MICH TELEFONISCH KONTAKTIEREN, HINTERLASSEN SIE BITTE EINE NACHRICHT AUF DER MAILBOX.

Nur an Nichtraucher.

IF YOU CALL ME, PLEASE LET A MESSAGE ON MY MAILBOX!

Smoking is not allowed in the apartment.


Impressum: 
Ewel Immobilien / B&E Cityimmobilien
Claudia Ewel 
Immobilienmaklerin 
Niebuhrstr. 66 
10629 Berlin 
Germany 
Tel.: +49 176 807 56 264
Mail: placeholder_ad_text_email 
Finanzamt: Berlin-Wilmersdorf 
Steuernummer: 13/281/00534","Helle, ruhige und schön eingerichtete 1-Zimmer-Wohnung in zentraler Lage. Die Wohnung befindet sich in einer sehr grünen, ruhigen Seitenstraße mit großem Sonnenbalkon nach Süd-Westen. In der Nähe befinden sich eine Vielzahl von Supermärkten, Restaurants und öffentlichen Verkehrsmitteln (U-Bahn, S-Bahn und Busse innerhalb von 2-5 min zu Fuß).

Die Wohnung ist sehr ruhig, hell, gemütlich und trendy und ist komplett eingerichtet. Die Wohnung verfügt über alles, was man zu einem komfortablen Wohnen benötigt.

Brightly and furnished beautiful and quiet 1 bedroom apartment in central location. The apartment is located in a very green, quiet side street with large sunny balcony facing south-west. It is also close to supermarkets, restaurants and public transport ( U-Bahn, S-Bahn and buses within 2-5 min walking distance).

The apartment is very quiet, bright, cozy and trendy. It is fully furnished and has everything for a comfortable living including.

-In der Küche befinden sich ein Tisch mit Stühlen, die Küche ist vollausgestattet mit Geschirr, Geschirrspülmaschine, Mikrowelle, Kaffeemaschine, Wasserkocher und jede Art von Küchenutensilien, die man fürs Kochen benötigt
-Gemütliches Zimmer mit einem Schlafsofa und einem Sofa , TV und einem großen Tisch
-Der Korridor verfügt über einen großen Spiegel
-Waschmaschine
-Geschirrspülmaschine

-In the kitchen you have a small table with chairs, full kitchen equipment with fridge, dishwasher, microwave, coffeemachine, electric kettle and each kind of kitchen utensils you need for cooking as well as stylish dinnerware.
-cozy room with two sofas (one of the two is a sofabed) and TV with cable and a big table
-corridor with a big mirror
-washing machine
-dishwasher

Das Apartment ist ideal für 1 -2 Personen (aber max 2 Personen).

Der Mietpreis enthält alle Nebenkosten, inkl. Kosten für WiFi und Strom (60,00 €).

The apartment is ideal for 1 -2 persons (but max 2 persons). The rent is including all costs, incl. WiFi and electricity (60,00 €).",1,0,52.510775,13.267277,1,0,2,1,,,,,,,730,1000,0,0,,0,150,1,5885562,,,0,1,0,,,,,,14052,2,,0,1,,0,0,"+++ With south/west balcony, cosy and bright 1-room furnished flat +++",0,,950,1
Torfstraße 20,78,0,2020-07-01,0000-00-00,0,1,0,1,,0,1,1,0,,,,,,,,1,0,0,"Wedding/Mitte
1 min walk to Amrumerstraße Station where you can take U9 and 10 min walk to Westhafen Station where you can take the S-Bahn ring.",,"Beautiful 3 rooms apartment in Wedding/Mitte with a very quiet nice privet garden.
Perfect for a couple or two roommates. Looking for someone to take over my contract at least for July and August and with a possibility for prolonging to a year.
The living room is very big and the kitchen is fully equipped with everything you need. The apartment is completely furnished.",1,1,52.541264,13.350369,0,0,1,0,,,,,,,1000,,0,0,,0,250,3,8059420,,,0,1,0,,,,,,13353,0,,0,0,,0,0,Beutifal big Alt-Bau apartment with a private garden,0,,1250,1
"Breite Straße 42, 42A, 42B",30,0,2020-06-18,0000-00-00,1,1,0,0,,0,0,0,1,,,,,,,,2,0,0,"Nur 30 Gehminuten zum Campus Dahlem der Freien Universität und 20 Busminuten zur Hochschule für Wirtschaft und Recht entfernt, ist Nido der ideale Ort zum Leben während des Studiums. Das Apartmenthaus ist gut an die öffentlichen Verkehrsmittel angebunden. Die S- und U-Bahnhaltestelle Heidelberger Platz erreichst du in weniger als 4 Minuten. Zusätzlich halten mehrere Buslinien direkt am Haus. Innenstadt und Hauptbahnhof erreichst du in ca. 20-30 Minuten.","Wir freuen uns auf deine Anfrage! Es handelt sich um einen Warmmietpreis, in dem die Kosten für Strom, Wasser und Internet inklusive sind. Du kannst 6 Monate oder 1 Jahr buchen und optional im Anschluss verlängern.

Die hier angegebenen Preise und Ausstattungen variieren.
Die auf Bildern zu sehende Dekoration wird nicht mit vermietet.

Aktuell haben wir noch Apartments!
Schau dir unsere Apartments gerne über unsere Website an und tätige eine direkte Buchung, um dir das Zimmer zu sichern: https://www.nidostudent.de/standort/garden-studios/

Bei allen Fragen zur Buchung oder weiteren Details zum Haus, bitte direkt bei unserem Team vor Ort melden:

Luke Port
berlin@nidostudent.com
+49 (0) 151 16968804

Wichtiger Hinweis: Es handelt sich bei uns um Apartments, welche nicht für Familien geignet sind. Zur Reservierung benötigst du eine Arbeitsnachweis, Azubi-Nachweis oder eine Immatrikulationsbescheinigung.","Du suchst ein Apartment in Berlin für mindestens 6 Monate?

Garden Studios bietet nicht nur helle und großzügig geschnittene Apartments, sondern schafft jungen Leuten ein gemütliches Zuhause in ruhiger, zentraler Lage in Berlin.

Unsere Classic Plus Apartments im Garden Studios - Apartmenthaus sind geräumig und ca. 30 Quadratmeter groß. Sie sind mit modernen Möbeln eingerichtet, die Ausstattung besteht aus einem komfortablen Bett, einem eigenen Bad mit Badewanne und Dusche, einem Arbeitsplatz mit Schreibtisch und Schreibtischstuhl, einem großen Einbauschrank und  einer großen Kochnische mit Backofen. Und ein weiteres Highlight: Du genießt den Komfort eines eigenen Balkons,  ganz für dich allein. 

Besichtige unser Classic Plus Apartment in 360° virtuell:
https://my.matterport.com/show/?m=rWCafs2TVrU",1,0,52.474619,13.292884,0,0,0,0,,,,,,,730,730,0,0,,0,,1,7952961,,,1,0,0,,,,,,14199,2,,0,1,,0,0,Möblierte Apartments für den direkten Einzug,0,,730,1
Arkonaplatz,64,0,2020-08-01,0000-00-00,1,1,0,1,,0,1,1,0,,,,,,,,2,3,0,,,"SWAP ONLY! Ich tausche meine wunderschöne ruhige Altbauwohnung mit großem Balkon und Badewanne am beliebten Arkonaplatz gegen eine ruhige 2-3 Zimmer Altbauwohnung in Hamburg-Ottensen. Bitte schicken Sie mir nur Angebote für diesen Hamburger Stadtteil.

Bei meinem Einzug habe ich Parket verlegen und die Wände abziehen lassen, sowie die Einbauküche übernommen; für alles zusammen nehme ich 1000,- EUR Abstand. Weitere Fotos bei passenden Angeboten.

NUR Tausch NUR mit Wohnung (kein EG, gerne Balkon, Dielenboden / Parkett bevorzugt) in HH-OTTENSEN für ca. 1000,- EUR warm mtl. (VB). Bitte schicken Sie mir nur nur Tauschangebote für diesen Hamburger Stadtteil. Datum ist flexibel, ab dem 1.9. ist möglich, eventuell aber auch zu einem späteren Zeitpunkt. Am Ende entscheidet natürlich der Vermieter.",0,0,52.537503,13.401769,1,0,2,4,,,,,,,786,2660,1,0,,0,130,2,7862009,,,3,1,0,,,,,,10435,5,,1,0,,0,1,SWAP ONLY - NUR TAUSCH! Hamburg Ottensen für Berlin Arkonaplatz,0,,916,0
Kaiser-Friedrich-Str. 5a,99,0,2020-06-18,0000-00-00,1,1,0,0,,0,0,0,1,1987,2,97,5,5,,,1,10,0,,,"Objektbeschreibung
Das Haus liegt zentral, nähe Schloss Charlottenburg.
Die angebotene Wohnung liegt ruhig im Hochparterre des Hauses.
Die Wohnung verfügt über gefliestes Wannenbad.
Der Fußboden verfügt über Fliesen und Laminat.
Das Haus wird über eine Zentralheizung beheizt.
Das Badezimmer ist geräumig, verfügt über eine Badewanne und eine Waschmaschine kann noch hineingestellt werden, die Anschlüsse sind vorhanden.

Die Wohnung möchte ich mindestens für 2 Jahre vermieten.

Bei Interesse an der Wohnung, bitte über das Kontaktformular eine Nachricht mailen und werde mich bei Ihnen melden.

English:
The house is centrally located, near Charlottenburg Palace. 
The offered apartment is quietly located on the mezzanine floor of the house. 
The apartment has a tiled bath. 
The floor has tiles and laminate. 
The house is heated by central heating. 
The bathroom is spacious, has a bathtub and a washing machine can still be put in, the connections are available. 

I would like to rent the apartment for 2 years. 

If you are interested in the apartment, please email a message using the contact form and I will contact you.


Lage
Das Haus befindet sich zentral gelegen, nähe Schloss Charlottenburg.
Viele Sehenswürdigkeiten, Bars, Cafes, Restaurants und Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe.
Sehr gute Anbindung an öffentliche Verkehrsmittel: Die U-Bahnstationen Richard-Wagner-Platz der Linie U7, sowie BUS-Haltestellen sind in unmittelbarer Nähe.

English:
The house is centrally located, near Schloss Charlottenburg Palace. 
Many sights, bars, cafes, restaurants and shops are in the immediate vicinity. 
Very good connection to public transport: The underground station Richard-Wagner-Platz of the U7 line and bus stops are in the immediate vicinity.


Eine Besichtigung kann kurzfristig, auch am Wochenende durchgeführt werden.

A visit can be made at short notice, even on weekends.",0,0,52.517566,13.300259,1,0,2,1,,,,,,,1450,4350,0,1,,0,200,3,7956020,,,1,0,0,,,,,,10585,4,,0,0,,0,1,"wunderschöne, gut geschnittene 3-Zi-Wohnung 99qm nähe Schloss Charlottenburg zentral gelegen",0,,1650,0
Urbanstrasse 68a,65,0,2020-08-01,0000-00-00,0,0,0,0,,0,1,1,0,,,,,,,,2,0,0,"Park Hasenheide is 5 minutes on foot and not far is also Tempelhofer Feld as is the Landwehr Canal. All destinations can be reached in all directions via the Hermannplatz traffic junction.

Deutsch:
Der Park Hasenheide ist 5 Minuten zu Fuß und nicht weit zum Tempelhofer Feld genauso wie der Landwehrkanal. Über den mit Verkehrs-Knotenpunkt Hermannplatz erreicht man in alle Richtungen alle Ziele.","Best is to contact by email. Visit can be run by myself or my partner with social distancing rules. Please come with a mask.

Deutsch:
Am besten kontaktieren Sie uns per E-Mail. Der Besuch kann von mir oder meinem Partner mit sozialen Distanzierungsregeln durchgeführt werden. Bitte kommen Sie mit einer Maske.","Beautiful apartment in Berlin Kreuzberg, located around the corner (2 min walk) from Hermannplatz. The apartment is newly renovated retaining the classic wooden floors. It contains two separate rooms (a bedroom and a living room), a large fully equipped kitchen and a modern bathroom. It is extremely bright and welcoming, calm though super central (the bedroom and living room face courtyards).
Moving in date can be earliest July 15th.
The rent price with rent cap is 480EUR.

Deutsch:
Es ist ein wunderschöne 2-Zimmerwohnung in toller Lage - in Berlin Kreuzberg - 2 min vom Hermannplatz entfernt. Die Wohnung ist frei ab dem 1.Augusti 2020. Die Wohnung liegt in einem saniertem Gebäude im 2. Stockwerk. Sie besteht aus einem großzügigen Schlafzimmer und einem hellen Wohnzimmer mit Zugang zur großen Küche. Die Wohnung hat einen tollen Holzdielenboden. Perfekt geeignet für eine oder zwei Personen. Trotz ihrer super zentralen Lage ist sie ruhig.
Der Einzugstermin kann frühestens am 15. Juli sein.
Der Mietpreis mit Mietendeckel beträgt 480EUR",0,0,52.488856,13.422055,1,0,2,1,,,,,,,1257,3770,1,0,,0,159,2,8011738,,,0,1,0,,,,,,10967,2,,0,1,,0,0,Beautiful 2-Zimmer-Wohnung in Kreuzberg (Urbanstr.),0,,1416,1
Heerstraße,116,0,2020-06-20,0000-00-00,0,1,0,0,,0,0,0,0,,,,,,,,1,9,0,"Die Wohnung ist in Charlottenburg-Westend an der Heerstraße aber doch ruhig zwischen Olympiastadion und S-Bahnhof Heerstraße nahe dem Grunewald (2 Querstraßen entfernt)und dem Teufelsberg gelegen.
 
Nahe gelegene Bushaltestelle (mit dem Bus M 49 sind es 20 Min. bis Bahnhof Zoo), 3 Haltestellen bis U-Bahnhof Theodor-Heuss-Platz (U 2) und Messegelände, 1 Haltestelle bis S-Bahnhof Heerstraße (von dort direkte Verbindung nach Zoo und Mitte und Flughafen Schönefeld (S 3, S 9)).

Mit dem Auto 5 Minunten bis zur Stadtautobahnauffahrt Messedamm und zur Avus.

Exzellente Wohnlage im Grünen und doch nahe dem Zentrum.",Die Vermietung soll langfristig erfolgen.,"Die weitläufige 4-Zimmerwohnung zuzüglich Hobbyraum liegt im Souterrain einer Altbau-Villa. Sie ist nach Westen, Norden und Osten ausgerichtet. Die Rundbogenfenster verleihen der Wohnung Charme. Man blickt direkt in den Garten. Ein Gartenteil wird mitgenutzt und gepflegt. Die Wohnung wird Öl-zentralbeheizt. Warmwasser dezentral über Elektro-Durchlauferhitzer. Die Küche ist eine große Wohnküche mit gefliestem Boden. Das geflieste Wannen-Bad und das Gäste-WC haben einen einfachen Standard, aber beide mit Fenster. -  Die Teppichboden-Auslegeware kann als Unterlage für eigene Auslegeware genutzt werden. -Die Wohnung wäre auch für eine ruhige 2-er WG geeignet. - Die kalten Betriebskosten lassen sich durch Eigenarbeit reduzieren.
Die Wohnung ist für maximal drei Personen geeignet, bzw. bei WG-Nutzung für zwei Personen.
Die Mindest-Miedauer beträgt drei Jahre.
Die gesamte Wohnung ist malermäßig frisch renoviert.",0,0,0.000000,0.000000,0,1,2,1,,,,,,,812,2436,0,0,,0,240,4,3871878,,,1,0,0,,,,,,14055,1,,1,0,,0,0,"Charlottenburg-Westend/Grunewald, neu renovierte Souterrainwohnung mit Garten in Altbau-Villa",0,,1052,0
Lüderitzstraße 13,56,0,2020-06-19,0000-00-00,1,0,0,0,,0,0,0,0,1900,1,185,,4,,,2,4,0,"Gute Lage, wenige Minuten zu Fuß zu Cafes, Restaurants und Einkaufsmöglichkeiten. Die nächste U-Bahn Station Seestraße (U6) erreichen Sie ebenfalls in wenigen Minuten. Mit der U6 fahren Sie ca 10 min bis Stadtmitte.

Good location, only minutes walk to cafes, restaurants and shops. You an also reach the next subway train station Seestraße (U6 line) within a few minutes. U6 train will take you do city centre Stadmitte in about 10 min.","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet- Mindestmietdauer: 6 Monate- Maximale Mietdauer: 12 Monate- Rauchen: Nicht erlaubt- Haustiere: Nicht erlaubt

Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/qs8-Ofi2ciY

Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin ist am 21.06.2020 um 16:00 Uhr. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht. 

Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis.
- The rent includes: all running costs, heating, electricity, gas and internet- Minimum lease term: 6 months- Maximum lease term: 12 months- Smoking: not allowed- Pets: not allowed

Due to the current situation please view the apartment online first: https://youtu.be/qs8-Ofi2ciY

The apartment must be viewed before applying. The next viewing appointment is on 21st June 2020 at 16:00h. A colleague will meet you in front of the building. In case there are any changes, they will be published here.

If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.","Die Wohnung liegt im Gartenhaus im 3.OG. Sie ist möbliert und komplett mit Hausrat ausgestattet. Wohnzimmer mit gemütlicher Sitzecke, TV und Zugang zum Balkon. Schlafzimmer mit Bett, Kleiderschrank und Kommode. Küche mit Einbauschränken und Waschmaschine. Kleines Tageslichtbad mit Dusche. Im Flur gibt es zusätzlichen Stauraum.

The apartment is located in the rear building on the 3rd floor. It is furnished and fully equipped with all household items. Living room with lounge, tv and access to balcony. Bed room with bed, chest of drawers and wardrobe. Kitchen with fitted cupboards and washing machine. Daylight bathroom with shower. The hallway offers additional storage space.",1,0,52.550573,13.348232,0,0,2,0,,,,,,,1090,2180,1,1,,0,0,2,7854913,,,0,0,0,,,,,,13351,5,,0,1,,0,1,2-Zimmer-Wohnung mit Balkon - Komplett möbliert und eingerichtet,0,,1090,1
Garibaldistraße 41,45,0,2020-07-01,0000-00-00,1,0,0,0,,0,0,1,0,1880,1,40,2,4,,,1,2,0,"Please read for the English version below.

Lage: sehr ruhig, ein Park ist gegenüber, eine Bushaltestelle 3 Minuten entfernt.
S-Bahn Anbindung über S1 und S26.
S-Bahnhof ""Wilhelmsruh"" zu Fuß in 7 Minuten zu erreichen. 

The location is in a quite place with a public park on the other side of the street.
S-Bahn connection with S1 and S26. Station ""Wilhelmsruh"" is within 7 minutes walking distance.
A bus station is within 3 minutes walking around the corner.","Besichtigung bitte einen Besichtigungstermin vereinbaren!
Wir freuen uns auf Ihr Interesse!

Schauen Sie sich die Wohnung über Video an (ähnliche Ausstattung, gleicher Grundriss):
Please take a look at the apartment in the video (similar amenities, same floor plan):
https://drive.google.com/file/d/1kGZo6bdmbgd35Z5AvDGN6iebzbAvbXvN/view?usp=drivesdk","Please read for the English version below.

Das Gebäude wurde gerade renoviert! 
Super schöne helle Wohnung, ruhig, modern, vollständig ausgestattet. Kommen und gleich Wohnen!
Zimmer: ausgestattet mit einem Schrank, Bett oder Klappcouch, Schreibtisch, Stuhl, Kissen, Decken, Lampen ....
Küche: moderne Einbauküche mit Schränken, Kühlschrank, Geschirrspüler, Cerankochfeld, Dunstabzug, Backofen, Spüle, Esstisch mit Stühlen, kleine Couch
Balkon: mit Stühlen und Tisch
Korridor: Garderobe, Spiegel
Sonstiges: WLAN, Fernsehgerät, Staubsauger, Bügeleisen, Bügelbrett, Fön, Geschirr für 6 Personen, Pfanne, Kochtöpfe, Müllsammler
Weitere Ausstattung: Handtücher groß und klein, Bettwäsche auf Wunsch
Mietzeit unbegrenzt, aber mindestens 12 Monate.

We just finished reconstruction of this house.
Super nice modern apartment is in a quiet place and is completely furnished. You can immediately start living here.
Rooms: have a wardrobe, either a bed of a folding couch, desk and a chair, Lamp, pillow and blanket …
Kitchen: equipped kitchen with refrigerator, cupboards, shelves, dishwasher, ceramic hob, extractor, oven, sink, dining table and chairs, small couch
Balcony: with two chairs and a table
Corridor: wardrobe and mirror
And: Wi-Fi, TV, vacuum cleaner, iron, ironing board, hairdryer, crockery for 6 people, pan, cooking pots, garbage collector, towels big and small, sheets on request
We look for long-term tenants.",1,0,52.586047,13.362715,0,0,2,1,,,,,,,990,3300,1,1,,0,110,2,8041530,,,1,0,0,,,,,,13158,5,,0,1,,0,0,Wohnung 5: Nett möblierte 2-Zimmer-Wohnung - WiFi - unbefristet - mit Anmeldung,0,,1100,1
